"name"	"country_code"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"South Sudan"	728	11882.136	13719.223	15708.321	17860.349	20125.38	22535.816	25124.058	27910.89	30869.638	33941.949	37085.743	40291.176	43566.847	46907.491	50279.116	53639.073	56963.07	60251.358
"Uganda"	800	40144.87	47574.752	56213.834	66078.843	76960.893	88892.394	101985.154	116273.742	131647.859	147899.368	164894.492	182598.159	200954.694	219825.093	239005.554	258304.255	277586.867	296714.917
"United Republic of Tanzania"	834	53879.957	63305.165	74207.901	86696.514	100637.007	116131.563	133301.399	152183.842	172771.415	194993.567	218757.057	244061.849	270820.214	298918.269	328205.34	358532.333	389698.719	421501.219
"Zambia"	894	16100.587	18837.339	22049.904	25751.077	29845.389	34375.779	39431.744	45062.004	51259.889	57958.568	65151.139	72864.042	81129.522	89931.539	99207.482	108901.939	118980.167	129413.935
"Zimbabwe"	716	15777.451	17854.723	20049.593	22424.863	24938.193	27598.283	30378.9	33239.209	36124.28	38996.088	41832.838	44638.111	47410.75	50132.019	52789.145	55363.179	57847.49	60238.656
"Middle Africa"	911	153742.724	180342.294	210944.111	245609.747	283860.064	325798.083	371383.467	420489.052	472920.006	528308.245	586368.243	646616.11	708667.673	772212.259	836752.191	901873.774	967144.547	1032211.622
"Angola"	24	27859.305	33086.582	39181.4	46193.988	54046.336	62795.804	72479.588	83110.612	94683.054	107164.215	120516.438	134695.126	149641.825	165304.521	181621.646	198485.183	215807.13	233473.951
"Cameroon"	120	22834.522	26176.564	29953.645	34159.228	38724.394	43677.314	49039.205	54796.835	60932.59	67395.257	74140.963	81144.99	88373.403	95800.795	103380.74	111044.508	118728.998	126387.43
"Central African Republic"	140	4546.1	4960.117	5600.47	6341.571	7140.142	7975.406	8849.669	9772.667	10748.579	11765.575	12805.634	13853.385	14898.213	15935.976	16966.971	17987.016	18991.907	19971.129
"Chad"	148	14009.413	16409.803	19134.462	22161.568	25431.66	28958.661	32747.182	36782.382	41043.079	45504.444	50134.283	54892.528	59738.137	64644.892	69577.937	74502.609	79391.515	84211.249
"Congo"	178	4995.648	5734.018	6589.091	7579.941	8691.966	9919.456	11255.366	12704.382	14274.913	15967.521	17780.625	19704.733	21730.363	23849.157	26047.425	28315.354	30632.091	32988.51
"Democratic Republic of the Congo"	180	76196.619	90167.846	106145.848	124270.118	144339.753	166365.919	190252.908	215880.107	243090.147	271645.255	301400.163	332007.349	363237.347	394896.844	426647.276	458304.53	489644.32	520530.194
"Equatorial Guinea"	226	1175.389	1417.215	1668.73	1934.818	2206.438	2498.683	2808.388	3133.654	3474.824	3826.568	4183.57	4542.917	4902.221	5261.138	5618.811	5975.037	6328.921	6678.955
"Gabon"	266	1930.175	2170.269	2422.966	2690.107	2968.12	3260.965	3568.796	3887.865	4212.355	4537.552	4861.815	5186.064	5511.736	5838.314	6164.012	6485.251	6798.466	7102.195
"Sao Tome and Principe"	678	195.553	219.88	247.499	278.408	311.255	345.875	382.365	420.548	460.465	501.858	544.752	589.018	634.428	680.622	727.373	774.286	821.199	868.009
"Northern Africa"	912	225135.657	248312.232	272013.091	296078.659	320493.056	345962.59	372378.703	399392.261	426602.126	453762.294	480959.52	508309.288	535959.335	564044.028	592580.016	621401.146	650154.079	678564.106
"Algeria"	12	39871.528	43747.248	47378.228	50694.472	53764.921	56871.977	60166.056	63561.132	66811.579	69753.835	72416.435	74959.688	77542.077	80255.858	83092.208	85972.588	88803.525	91530.114
"Egypt"	818	93778.172	103899.768	114005.78	124360.893	135230.659	146943.816	159111.074	171369.198	183550.455	195697.731	208010.423	220510.121	233156.472	245888.086	258661.48	271422.686	284071.174	296477.281
"Libya"	434	6234.955	6729.118	7205.615	7648.061	8042.461	8404.823	8742.552	9050.709	9322.071	9553.913	9756.051	9949.928	10153.847	10378.643	10619.275	10864.992	11106.787	11343.323
"Morocco"	504	34803.322	37417.673	40009.886	42488.272	44745.968	46845.897	48854.943	50812.237	52719.337	54524.478	56189.453	57720.368	59170.382	60610.523	62081.378	63584.221	65095.224	66604.26
"Sudan"	729	38647.803	43895.999	50002.978	56773.924	63991.094	71603.262	79617.135	88099.487	97105.701	106599.304	116467.277	126582.676	136863.901	147311.059	157959.798	168804.458	179739.611	190695.478
"Tunisia"	788	11273.661	12019.364	12726.792	13347.041	13871.678	14367.753	14883.216	15416.343	15931.177	16394.657	16807.652	17202.964	17619.018	18076.175	18571.755	19087.528	19603.504	20111.537
"Western Sahara"	732	526.216	603.062	683.812	765.996	846.275	925.062	1003.727	1083.155	1161.806	1238.376	1312.229	1383.543	1453.638	1523.684	1594.122	1664.673	1734.254	1802.113
"Southern Africa"	913	63419.639	68269.146	73188.05	78011.266	82628.842	87207.034	91875.658	96646.673	101457.666	106200.794	110830.841	115367.464	119861.017	124360.445	128851.445	133296.366	137664.271	141948.424
"Botswana"	72	2209.197	2439.896	2679.036	2917.744	3147.243	3372.206	3596.315	3818.39	4033.625	4237.104	4426.851	4606.092	4780.952	4956.158	5131.921	5305.634	5474.648	5638.315
"Lesotho"	426	2174.645	2346.287	2531.354	2726.518	2930.113	3150.611	3389.869	3642.187	3900.559	4157.787	4410.543	4659.417	4905.381	5148.599	5388.834	5625.2	5856.998	6083.179
"Namibia"	516	2425.561	2723.058	3043.558	3382.404	3727.9	4087.135	4465.599	4861.036	5264.66	5666.879	6062.975	6451.806	6835.368	7214.989	7588.621	7954.707	8311.646	8658.581
"South Africa"	710	55291.225	59305.245	63337.008	67241.572	70934.282	74556.38	78225.081	81963.995	85735.284	89456.777	93094.481	96664.739	100207.883	103766.361	107328.305	110861.251	114339.608	117759.27
"Swaziland"	748	1319.011	1454.66	1597.094	1743.028	1889.304	2040.702	2198.794	2361.065	2523.538	2682.247	2835.991	2985.41	3131.433	3274.338	3413.764	3549.574	3681.371	3809.079
"Western Africa"	914	352613.862	405735.016	466690.397	535746.259	611929.223	695728.428	787393.208	886702.222	993239.327	1106221.294	1225149.692	1349467.351	1478403.641	1611088.402	1746725.373	1884363.918	2022916.635	2161556.826
"Benin"	204	10575.952	12220.99	14088.535	16168.464	18413.442	20837.041	23456.125	26279.589	29294.6	32467.609	35781.832	39219.573	42781.182	46450.922	50208.606	54016.85	57842.093	61674.196
"Burkina Faso"	854	18110.624	21069.415	24468.532	28317.642	32537.725	37132.447	42104.561	47443.861	53141.27	59141.35	65407.683	71911.75	78617.419	85482.212	92454.079	99459.372	106463.359	113432.675
"Cabo Verde"	132	532.913	573.407	618.103	664.258	708.124	749.829	790.242	830.016	868.401	904.596	937.764	967.792	995.409	1021.838	1047.904	1074.075	1100.306	1126.46
"C~A'te d'Ivoire"	384	23108.472	26389.177	30207.876	34524.811	39277.539	44532.922	50339.849	56692.401	63551.567	70918.794	78775.624	87101.039	95856.47	105027.351	114568.308	124447.994	134570.385	144890.303
"Gambia"	270	1977.59	2311.842	2687.932	3101.892	3542.38	4006.41	4490.13	4989.718	5502.426	6023.66	6547.222	7067.808	7580.239	8080.829	8566.549	9035.844	9484.931	9913.911
"Ghana"	288	27582.821	31002.811	34710.615	38684.305	42845.248	47223.057	51848.874	56698.465	61716.1	66849.38	72071.291	77376.588	82759.718	88201.234	93663.283	99074.744	104418.872	109690.001
"Guinea"	324	12091.533	13863.228	15933.118	18257.084	20779.559	23509.644	26456.651	29616.494	32967.101	36483.342	40130.436	43885.579	47731.903	51657.252	55636.114	59645.002	63651.865	67643.089
"Guinea-Bissau"	624	1770.526	2017.62	2289.019	2582.147	2893.979	3229.634	3590.786	3975.059	4376.797	4790.981	5216.168	5652.199	6099.962	6555.591	7015.601	7474.371	7929.831	8381.376
"Liberia"	430	4499.621	5146.673	5892.533	6733.062	7646.509	8636.203	9704.97	10853.041	12078.359	13371.557	14724.735	16129.045	17578.66	19067.064	20583.589	22118.501	23660.161	25204.373
"Mali"	466	17467.905	20436.85	23918.01	27933.814	32400.037	37291.788	42575.684	48222.161	54215.018	60503.588	67051.426	73798.899	80675.534	87624.147	94573.154	101466.74	108272.737	114951.824
"Mauritania"	478	4182.341	4821.803	5523.886	6281.837	7084.946	7939.167	8849.287	9815.781	10833.604	11896.118	12995.857	14128.584	15292.965	16488.058	17709.023	18940.12	20175.476	21406.307
"Niger"	562	19896.965	24243.561	29578.217	36005.471	43549.47	52339.011	62475.743	74001.091	86911.909	101154.828	116655.094	133302.359	151059.004	169745.335	189269.925	209494.022	230265.487	251440.978
"Nigeria"	566	181181.744	207718.443	238107.101	272599.168	310756.063	352798.278	398779.893	448534.023	501861.044	558336.784	617760.046	679877.333	744158.563	810121.788	877385.156	945541.82	1013967.071	1082178.408
"Saint Helena"	654	4.034	4.161	4.32	4.481	4.574	4.61	4.623	4.65	4.712	4.792	4.879	4.954	5.028	5.108	5.192	5.278	5.366	5.466
"Senegal"	686	14976.994	17344.209	19983.681	22906.085	26084.622	29549.669	33311.682	37354.876	41650.968	46174.294	50913.087	55865.296	61019.867	66362.419	71861.506	77461.251	83129.241	88831.274
"Sierra Leone"	694	7237.025	8115.554	9067.794	10090.756	11142.649	12223.066	13330.664	14460.714	15602.425	16733.655	17842.481	18921.31	19966.599	20971.998	21936.781	22858.853	23734.954	24567.824
"Togo"	768	7416.802	8455.272	9611.125	10890.982	12262.357	13725.652	15283.444	16930.282	18663.026	20465.966	22334.067	24257.243	26225.119	28225.256	30240.603	32249.081	34244.5	36218.361
"ASIA"	935	4419897.601	4665858.252	4909254.313	5138675.798	5339777.282	5520432.167	5692435.703	5860512.8	6022328.552	6173474.889	6314806.555	6451914.523	6591734.402	6738344.689	6893116.726	7054919.334	7221354.5	7390766.198
"Eastern Asia"	906	1635150.365	1677839.191	1712267.256	1736749.677	1748940.498	1752498.633	1751833.568	1749412.862	1745788.268	1741213.008	1737192.45	1736101.575	1739930.394	1749953.914	1766981.902	1790790.84	1819823.825	1851507.164
"China"	156	1397028.553	1436913.194	1468813.323	1491299.766	1502845.819	1507059.683	1507658.468	1506163.689	1502669.094	1497734.607	1493304.128	1491830.368	1494935.788	1503217.482	1517198.893	1536640.213	1560387.334	1586270.852
"China, Hong Kong SAR"	344	7245.701	7624.792	7961.275	8305.996	8552.172	8722.346	8865.924	9029.895	9237.062	9473.359	9702.006	9903.313	10090.265	10302.701	10575.099	10920.087	11314.361	11726.199
"China, Macao SAR"	446	600.942	658.946	719.053	775.424	823.996	867.716	911.245	957.512	1005.279	1052.67	1098.033	1141.531	1184.561	1229.269	1276.613	1328.57	1386.221	1447.631
"China, Taiwan Province of China"	158	23485.755	24034.439	24584.649	25064.821	25353.164	25381.928	25205.658	24983.738	24829.247	24749.583	24683.652	24572.832	24421.724	24317.552	24375.925	24638.046	25057.009	25563.492
"Dem. People's Republic of Korea"	408	25243.917	26069.709	26952.621	27804.412	28471.701	28965.689	29389.098	29860.402	30407.289	30982.626	31536.496	32077.228	32654.497	33322.327	34086.646	34908.332	35737.774	36554.604
"Japan"	392	127974.958	127363.258	126454.434	125227.917	123593.941	121750.36	120027.934	118774.89	118064.911	117591.261	117112.566	116718.003	116699.604	117399.553	118789.664	120759.695	123114.283	125689.075
"Mongolia"	496	2976.877	3241.238	3483.27	3701.931	3900.888	4100.466	4313.612	4539.421	4762.18	4969.491	5164.299	5359.955	5569.733	5799.997	6045.194	6293.109	6533.603	6764.632
"Republic of Korea"	410	50593.662	51933.615	53298.631	54569.41	55398.817	55650.445	55461.629	55103.315	54813.206	54659.411	54591.27	54498.345	54374.222	54365.033	54633.868	55302.788	56293.24	57490.679
"South-Central Asia"	921	1892013.476	2028823.634	2170079.349	2308486.731	2434912.94	2552440.59	2666812.353	2779260.893	2886860.044	2985948.592	3076384.5	3160875.041	3243097.909	3324807.946	3406214.2	3486747.843	3566203.269	3645830.838
"Central Asia"	5500	68705.005	74561.917	80121.772	85297.303	90229.713	95281.071	100516.844	105720.294	110671.964	115314.892	119791.166	124287.772	128893.842	133601.047	138340.741	143043.729	147672.049	152214.267
"Kazakhstan"	398	17749.648	18953.411	20053.77	21071.512	22067.545	23143.938	24328.627	25570.125	26788.896	27951.846	29092.276	30269.473	31520.264	32847.787	34210.764	35558.286	36852.008	38088.62
"Kyrgyzstan"	417	5865.401	6363.19	6832.971	7275.327	7707.782	8157.23	8622.269	9087.267	9541.659	9981.25	10413.318	10847.006	11287.411	11738.385	12198.901	12661.355	13113.928	13549.38
"Tajikistan"	762	8548.651	9567.51	10606.598	11640.156	12687.48	13806.13	14998.057	16213.615	17413.834	18593.215	19778.582	20988.712	22216.589	23435.567	24634.519	25816.712	26991.909	28155.276
"Turkmenistan"	795	5565.284	6090.746	6584.413	7038.327	7468.7	7913.664	8376.339	8833.229	9260.59	9656.226	10036.313	10423.177	10823.529	11229.811	11630.958	12020.306	12397.984	12771.339
"Uzbekistan"	860	30976.021	33587.06	36044.02	38271.981	40298.206	42260.109	44191.552	46016.058	47666.985	49132.355	50470.677	51759.404	53046.049	54349.497	55665.599	56987.07	58316.22	59649.652
"Southern Asia"	5501	1823308.471	1954261.717	2089957.577	2223189.428	2344683.227	2457159.519	2566295.509	2673540.599	2776188.08	2870633.7	2956593.334	3036587.269	3114204.067	3191206.899	3267873.459	3343704.114	3418531.22	3493616.571
"Afghanistan"	4	33736.494	38363.966	43290.96	48475.534	53683.828	58850.33	63936.167	68911.103	73758.303	78411.318	82785.419	86843.036	90572.845	93978.102	97109.301	99994.855	102666.21	105167.028
"Bangladesh"	50	161200.886	171570.126	182986.21	193968.993	203752.164	212648.168	220998.049	228822.5	236045.545	242569.798	248410.885	253716.966	258672.018	263380.095	267921.548	272340.111	276719.352	281210.377
"Bhutan"	64	787.386	843.974	900.911	954.462	1000.721	1041.442	1079.163	1115.442	1149.598	1179.457	1203.795	1223.344	1240.735	1258.304	1277.326	1297.805	1319.271	1341.612
"India"	356	1309053.98	1396359.917	1486793.737	1575830.544	1655526.354	1727110.084	1795702.447	1863473.307	1928775.524	1988738.729	2042955.452	2093120.515	2142037.69	2191155.617	2240586.861	2289869.004	2338807.225	2388349.733
"Iran (Islamic Republic of)"	364	79360.487	84551.299	89063.374	92693.894	95757.463	98776.747	101803.814	104533.028	106613.233	107872.796	108474.576	108774.857	109100.87	109672.969	110629.223	111958.339	113552.384	115284.385
"Maldives"	462	418.403	463.552	501.453	531.604	557.541	583.174	609.965	636.287	659.034	676.322	688.54	697.535	704.842	711.264	717.456	724.815	734.65	747.014
"Nepal"	524	28656.282	30595.316	32713.801	34774.845	36551.955	38133.857	39654.646	41128.398	42510.768	43729.365	44761.172	45627.741	46355.427	46975.815	47505.751	47974.132	48425.644	48905.395
"Pakistan"	586	189380.513	210239.164	231873.827	253640.492	275151.869	297034.898	319354.295	341650.196	363299.775	383968.105	403712.707	422865.546	441674.285	460074.204	477929.624	495115.031	511618.565	527649.187
"Sri Lanka"	144	20714.04	21274.403	21833.304	22319.06	22701.332	22980.819	23156.963	23270.338	23376.3	23487.81	23600.788	23717.729	23845.355	24000.529	24196.369	24430.022	24687.919	24961.84
"South-Eastern Asia"	920	634609.846	675295.412	717013.249	757578.003	794348.73	828294.538	860710.934	892490.071	923886.306	954333.059	983493.337	1011733.273	1039892.881	1068707.191	1098482.363	1129099.739	1160170.63	1191484.03
"Brunei Darussalam"	96	417.542	448.977	480.272	509.753	535.312	557.203	576.777	595.348	612.768	628.206	641.232	652.444	663.333	675.379	689.128	704.174	719.848	735.722
"Cambodia"	116	15517.635	16845.477	18213.301	19546.126	20808.599	22054.458	23311.724	24568.079	25787.672	26936.778	28015.036	29044.748	30049.311	31046.624	32041.86	33040.441	34034.594	35025.752
"Indonesia"	360	258162.113	274793.318	291504.182	307681.747	322424.189	336009.959	348865.474	361229.153	373256.863	384930.15	396290.977	407576.816	418999.011	430717.957	442742.53	454966.306	467249.796	479568.28
"Lao People's Democratic Republic"	418	6663.967	7237.835	7826.175	8404.695	8941.001	9443.159	9919.206	10367.476	10783.337	11159.118	11493.431	11791.889	12064.466	12321.501	12570.829	12816.856	13058.873	13296.646
"Malaysia"	458	30723.155	33202.889	35849.963	38424.254	40680.333	42661.721	44528.113	46450.351	48449.774	50399.978	52158.09	53668.525	55007.937	56322.619	57726.189	59240.388	60812.579	62378.848
"Myanmar"	104	52403.669	55323.122	58375.949	61399.683	64047.717	66303.822	68270.955	70118.756	71954.663	73764.892	75487.264	77087.718	78618.722	80157.212	81779.619	83517.172	85349.519	87229.979
"Philippines"	608	101716.359	110729.505	120446.236	130478.536	140302.998	150020.797	159739.432	169513.807	179365.835	189136.586	198736.061	208108.27	217285.191	226310.88	235233.327	244086.639	252831.229	261406
"Singapore"	702	5535.262	5984.368	6284.455	6564.571	6793.069	6964.853	7088.081	7182.712	7259.611	7325.015	7377.796	7418.984	7454.311	7495.742	7547.406	7608.117	7670.166	7733.137
"Thailand"	764	68657.6	69995.455	71172.41	72205.528	72859.624	73109.408	73012.863	72708.412	72355.181	72068.215	71901.871	71876.705	72037.567	72393.678	72949.931	73688.096	74593.501	75662.677
"Timor-Leste"	626	1240.977	1391.563	1565.917	1762.353	1971.555	2191.039	2422.092	2666.568	2927.916	3202.488	3485.525	3771.905	4058.677	4345.547	4630.407	4912.49	5189.542	5459.974
"Viet Nam"	704	93571.567	99342.903	105294.389	110600.757	114984.333	118978.119	122976.217	127089.409	131132.686	134781.633	137906.054	140735.269	143654.355	146920.052	150571.137	154519.06	158660.983	162987.015
"Western Asia"	922	258123.914	283900.015	309894.459	335861.387	361575.114	387198.406	413078.848	439348.974	465793.934	491980.23	517736.268	543204.634	568813.218	594875.638	621438.261	648280.912	675156.776	701944.166
"Armenia"	51	2916.95	2967.757	3004.522	3022.899	3024.493	3022.91	3023.26	3022.986	3019.125	3009.836	2997.032	2985.514	2979.009	2979.632	2988.196	3005.267	3030.026	3060.923
"Azerbaijan"	31	9617.484	10197.997	10681.281	11084.847	11441.858	11779.664	12091.134	12367.703	12612.516	12840.513	13066.852	13301.814	13553.818	13828.806	14133.053	14467.803	14824.558	15189.815
"Bahrain"	48	1371.855	1711.341	1899.605	2081.843	2223.852	2341.33	2446.322	2545.535	2642.054	2735.783	2823.367	2902.227	2971.734	3032.55	3085.776	3131.756	3171.87	3209.317
"Cyprus"	196	1160.985	1219.03	1276.57	1332.738	1384.674	1433.646	1480.692	1527.15	1572.134	1614.747	1654.233	1690.861	1726.233	1762.374	1800.919	1842.039	1885.771	1931.824
"Georgia"	268	3951.524	3930.414	3907.257	3879.913	3848.229	3822.653	3806.5	3796.333	3790.755	3789.557	3796.235	3815.96	3851.198	3901.352	3963.6	4034.701	4111.839	4191.672
"Iraq"	368	36115.649	41861.535	48216.568	55255.506	62889.947	71227.422	80320.694	90154.949	100677.265	111812.796	123594.753	135998.884	149024.451	162601.009	176637.349	191033.964	205689.479	220534.065
"Israel"	376	8064.547	8783.8	9536.361	10326.406	11139.044	11982.666	12863.702	13779.34	14721.332	15675.823	16635.308	17604.875	18590.609	19600.007	20627.772	21661.712	22692.476	23710.017
"Jordan"	400	9159.302	10301.741	10861.661	11577.805	12514.003	13599.322	14688.313	15773.534	16839.121	17875.114	18876.504	19855.491	20820.671	21775.014	22713.521	23624.091	24498.944	25335.437
"Kuwait"	414	3935.794	4343.962	4707.207	5056.527	5375.789	5678.345	5965.58	6233.457	6488.818	6735.053	6983.423	7245.436	7525.664	7820.632	8122.112	8424.377	8725.214	9024.66
"Lebanon"	422	5851.479	6086.313	5774.975	5647.188	5705.603	5846.599	5963.331	6092.75	6242.731	6387.841	6495.85	6558.671	6593.72	6631.472	6691.845	6778.67	6884.309	7002.883
"Oman"	512	4199.81	5189.06	5677.315	6083.771	6396.851	6701.81	7015.666	7354.114	7674.677	7955.335	8188.899	8384.832	8558.353	8719.919	8872.416	9016.646	9157.833	9302.174
"Qatar"	634	2481.539	2809.127	3075.683	3317.862	3528.052	3705.421	3880.075	4053.378	4220.705	4377.924	4522.539	4655.454	4778.274	4892.097	4997.586	5097.614	5196.884	5298.907
"Saudi Arabia"	682	31557.144	35024.289	38118.517	40938.587	43403.225	45525.964	47557.255	49558.238	51445.041	53108.148	54519.028	55782.291	57049.302	58420.578	59900.663	61416.445	62893.403	64290.586
"State of Palestine"	275	4662.884	5371.519	6160.506	7001.855	7870.913	8780.186	9742.591	10757.06	11810.131	12882.333	13964.002	15050.702	16144.292	17241.997	18338.951	19428.976	20503.654	21557.554
"Syrian Arab Republic"	760	18734.987	19091.322	23897.799	27592.843	30434.437	32981.138	35427.395	37763.56	40025.014	42231.958	44365.611	46392.899	48298.391	50088.83	51776.527	53375.682	54896.721	56373.146
"Turkey"	792	78271.472	84617.212	88169.126	92028.445	96101.262	99810.868	103237.256	106505.995	109664.57	112588.889	115186.885	117491.213	119671.311	121894.081	124255.754	126721.116	129242.485	131796.686
"United Arab Emirates"	784	9154.302	9876.127	10601.984	11362.137	12106.125	12846.715	13565.937	14250.232	14903.908	15533.015	16144.068	16741.2	17328.348	17904.681	18469.548	19024.052	19573.257	20122.335
"Yemen"	887	26916.207	30517.469	34327.522	38270.215	42186.757	46111.747	50003.145	53812.66	57444.037	60825.565	63921.679	66746.31	69347.84	71780.607	74062.673	76196.001	78178.053	80012.165
