"country_code"	"name"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"
266	"Gabon"	35.48	37.46	38.94	43.06	47.17	51.29	55.4	59.11	59.52	58.8	58.29	60.76	63.13
678	"Sao Tome and Principe"	45.07	47.55	50.47	52.97	56.18	58.92	58.75	59.58	60.4	61.2	61.98	63.55	64.05
912	"Northern Africa"	41.4051878366639	44.6728307094965	47.4262798810087	49.7806766033998	51.7414355133277	54.7299099166164	57.940356569975	60.9858841592673	62.5896921908029	64.4105811324166	65.9697826069348	67.720810395847	69.3509509007589
12	"Algeria"	42.29	44.34	46.55	48.66	50.61	53.99	60.11	64.41	65.63	67.72	70.13	72.64	74.1
818	"Egypt"	40.6	45.29	47.92	49.9	51.14	54.71	57.66	61.22	63.08	65.6	66.65	67.62	68.71
434	"Libya"	35.6	37.87	45.67	51.98	56.63	60.74	63.9	65.93	67.81	68.66	69.09	69.52	68.79
504	"Morocco"	44	45.76	48.59	50.63	52.49	54.66	58.05	61.69	64.26	65.99	68.49	71.34	73.7
729	"Sudan"	43.15	45.69	47.81	49.82	51.63	52.55	53.02	53.7	54.46	55.83	57.54	59.81	62.07
788	"Tunisia"	37.77	39.77	42.75	47.26	53	58.52	62.76	65.35	68.12	70.08	71.44	72.3	73.04
732	"Western Sahara"	34.01	35.98	37.96	39.9	41.9	46.18	50.47	54.75	57.25	59.75	62.26	64.71	66.9
913	"Southern Africa"	45.6074571442763	48.4721188867716	50.3616106568551	52.2020430519622	53.2850267712014	53.8969250589421	55.0366368346036	57.3931472057403	58.4558330868092	55.2392756512855	50.6686319290788	50.6079936972893	55.9582873373523
72	"Botswana"	45.66	47.76	49.71	51.5	54.1	57.2	59.58	60.2	57.11	48.83	47.3	54.41	59.77
426	"Lesotho"	40.37	43.33	46.04	46.75	48.06	50.5	53.5	55.5	57.71	51.08	44.65	47.61	50.06
516	"Namibia"	39.5	43.1	46.3	49.2	51.1	54.07	55.55	57.84	58.42	55.25	51.73	53.28	59.07
710	"South Africa"	46.27	49.12	50.91	52.77	53.78	54.12	55.1	57.49	58.67	55.83	51.18	50.65	56.1
