"country_code"	"name"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
4	"Afghanistan"	64.2998	66.4746	68.2237	69.7111	70.9311	72.0217	73.0382	74.025	74.9895	75.9202	76.851	77.7644	78.7527	79.6902	80.6633	81.621	82.5684
8	"Albania"	77.4943	78.8682	80.1391	81.374	82.5656	83.6564	84.5634	85.3241	86.0418	86.7386	87.4515	88.1492	88.8284	89.5029	90.1609	90.8405	91.4808
12	"Algeria"	76.2082	77.6967	79.0135	80.2511	81.4345	82.5578	83.6431	84.6107	85.4151	86.1538	86.8718	87.5576	88.2287	88.9078	89.5974	90.2447	90.8919
24	"Angola"	60.1719	62.1236	63.7821	65.2735	66.5727	67.7023	68.7036	69.6802	70.591	71.4678	72.3525	73.268	74.1611	75.105	75.9828	76.9463	77.874
28	"Antigua and Barbuda"	75.0711	76.3478	77.5331	78.6703	79.8039	80.948	82.0485	83.069	83.9907	84.8131	85.5113	86.1493	86.8107	87.4689	88.0911	88.76	89.4093
32	"Argentina"	74.0037	75.3975	76.7159	77.9854	79.2588	80.4683	81.5644	82.5095	83.3198	84.092	84.8024	85.4858	86.1473	86.813	87.4725	88.1165	88.7674
51	"Armenia"	72.5135	73.858	75.1006	76.3088	77.5134	78.6755	79.8271	80.9377	82.0177	82.9885	83.8323	84.5855	85.2584	85.9435	86.6179	87.2481	87.9134
533	"Aruba"	74.5584	75.7524	76.8604	77.924	78.9675	79.9599	80.9914	81.9693	82.9375	83.8092	84.5676	85.2235	85.8269	86.4407	87.0242	87.6376	88.2486
36	"Australia"	82.0731	83.2074	84.1182	84.9271	85.6848	86.4368	87.1757	87.8834	88.6002	89.2991	90.002	90.7054	91.3964	92.0821	92.7751	93.463	94.1466
40	"Austria"	80.3157	81.7795	82.8965	83.8234	84.6344	85.412	86.136	86.881	87.5762	88.2951	89.0136	89.6917	90.4004	91.0799	91.7598	92.4166	93.0968
31	"Azerbaijan"	70.1203	71.15	72.0738	72.9869	73.9373	74.8622	75.8047	76.72	77.6996	78.6875	79.6922	80.7235	81.7232	82.638	83.4636	84.2289	84.9109
44	"Bahamas"	73.7979	75.1198	76.3153	77.4978	78.6778	79.8205	80.9451	82.0698	83.0344	83.8959	84.6829	85.3797	86.0346	86.6882	87.3238	87.9913	88.6165
48	"Bahrain"	77.2236	78.3056	79.2902	80.2069	81.0999	81.9959	82.8687	83.7064	84.4873	85.2245	85.8346	86.4374	87.0722	87.6829	88.3155	88.9123	89.5362
50	"Bangladesh"	72.5318	74.4611	76.1206	77.6398	79.0282	80.3752	81.6713	82.8735	83.9753	84.8741	85.6691	86.4291	87.1623	87.866	88.5657	89.2161	89.8923
52	"Barbados"	74.6797	75.9397	77.0981	78.227	79.3597	80.4765	81.5593	82.6122	83.5693	84.4268	85.1679	85.8186	86.4693	87.1069	87.7706	88.4157	89.0883
112	"Belarus"	68.5292	69.9985	71.3676	72.6891	73.9896	75.2576	76.5144	77.7916	78.8708	79.9088	80.8026	81.5955	82.348	83.0598	83.7196	84.356	85.0026
56	"Belgium"	79.8749	81.3486	82.5736	83.5513	84.4094	85.1808	85.897	86.6204	87.301	87.9817	88.6696	89.348	90.0302	90.6935	91.3475	91.9986	92.6655
84	"Belize"	69.1066	70.3754	71.4979	72.5579	73.5856	74.5765	75.5746	76.6266	77.6656	78.6634	79.6801	80.7082	81.7408	82.66	83.5339	84.2975	84.9695
204	"Benin"	61.0637	62.7335	64.1355	65.3027	66.3201	67.2315	68.0426	68.7942	69.5003	70.1761	70.8649	71.5412	72.1746	72.8444	73.612	74.3773	75.1671
64	"Bhutan"	71.6117	73.5596	75.1203	76.5034	77.7513	78.9403	80.028	81.1229	82.1376	83.1548	84.0434	84.8483	85.5602	86.2446	86.9002	87.5856	88.24
68	"Bolivia (Plurinational State of)"	68.3298	70.3908	72.1873	73.7767	75.2206	76.5863	77.8535	79.0454	80.2653	81.4419	82.5333	83.4631	84.2738	84.9961	85.6481	86.2699	86.8887
70	"Bosnia and Herzegovina"	75.6232	77.0139	78.2791	79.5375	80.754	81.9653	83.0577	83.9792	84.7754	85.492	86.1744	86.8514	87.5265	88.1751	88.8452	89.5098	90.1516
72	"Botswana"	66.8187	69.3256	71.1094	72.5896	73.9404	75.2674	76.5915	77.8954	79.1915	80.2865	81.2791	82.2565	83.3034	84.238	85.0922	85.8841	86.5906
76	"Brazil"	73.2023	74.8604	76.3874	77.8408	79.2848	80.6492	81.7976	82.7912	83.6559	84.4471	85.2057	85.919	86.6312	87.3235	88.0206	88.7081	89.4081
96	"Brunei Darussalam"	76.8515	78.0766	79.2211	80.3008	81.3777	82.4397	83.4247	84.3387	85.1117	85.765	86.4377	87.1009	87.747	88.4062	89.0316	89.6778	90.3221
100	"Bulgaria"	72.5234	73.7253	74.849	75.9003	76.967	78.0473	79.1188	80.1788	81.2175	82.1747	83.0152	83.7805	84.4659	85.0936	85.6992	86.274	86.8808
854	"Burkina Faso"	61.4541	64.0504	66.3319	68.2912	69.9313	71.3598	72.58	73.7157	74.7826	75.8353	76.9064	77.8804	78.8485	79.8063	80.783	81.7911	82.696
108	"Burundi"	57.3695	59.7951	62.0564	64.1348	65.9612	67.6367	69.0949	70.4462	71.6478	72.7946	73.8945	75.0303	76.1122	77.1791	78.2715	79.3648	80.389
132	"Cabo Verde"	72.1009	73.468	74.6844	75.8151	76.942	78.02	79.1343	80.1902	81.2206	82.2923	83.3002	84.1882	84.9177	85.5915	86.2491	86.8884	87.5244
116	"Cambodia"	68.3897	70.4113	72.1496	73.6781	75.0723	76.36	77.6181	78.8675	80.0232	81.165	82.2687	83.2757	84.1635	84.8996	85.5628	86.2152	86.8342
120	"Cameroon"	59.1003	62.0494	64.6324	67.0139	69.1302	71.0196	72.7463	74.4763	75.9553	77.3627	78.7286	80.1239	81.5082	82.6593	83.8004	84.859	85.8349
124	"Canada"	81.5699	82.9182	83.9321	84.7944	85.5623	86.2983	87.0132	87.7075	88.3996	89.098	89.7793	90.4486	91.115	91.7956	92.4319	93.0998	93.7442
140	"Central African Republic"	52.7983	55.9591	58.9502	61.8753	64.4871	66.8975	69.0938	71.2507	73.4037	75.2977	77.0278	78.5751	80.0255	81.3429	82.6602	83.7962	84.7528
148	"Chad"	53.4339	55.6809	57.7503	59.7416	61.6668	63.4982	65.1632	66.7165	68.1191	69.4084	70.57	71.6527	72.7285	73.7714	74.7862	75.7964	76.7869
830	"Channel Islands"	80.4661	81.7801	83.0401	84.0547	84.8934	85.623	86.3278	87.0235	87.7125	88.3921	89.0516	89.723	90.4045	91.0536	91.7208	92.3781	93.0083
152	"Chile"	78.2244	79.7959	81.2826	82.5714	83.6038	84.4927	85.3014	86.0339	86.7568	87.4576	88.1646	88.8384	89.5293	90.1858	90.8393	91.5071	92.1715
156	"China"	76.0318	77.2817	78.397	79.4945	80.5363	81.5842	82.5647	83.5301	84.4385	85.2033	85.8457	86.5041	87.1773	87.8239	88.4554	89.0832	89.735
344	"China, Hong Kong SAR"	81.8392	82.8175	83.7062	84.5447	85.3795	86.168	86.9605	87.7069	88.4553	89.1887	89.8989	90.5993	91.3211	92.0381	92.7259	93.4217	94.1322
446	"China, Macao SAR"	81.7011	82.7032	83.6325	84.4995	85.3379	86.1541	86.9424	87.7036	88.4752	89.2046	89.9224	90.6583	91.3523	92.0933	92.7912	93.4924	94.1775
