"country_code"	"name"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
4	"Afghanistan"	61.5696	62.4314	63.1408	63.7564	64.3195	64.7765	65.2292	65.6756	66.0364	66.4351	66.7605	67.1295	67.4436	67.8128	68.1557	68.5347	68.8838
8	"Albania"	75.6136	76.0724	76.648	77.286	77.987	78.6942	79.4393	80.2036	80.9558	81.6777	82.3973	83.0397	83.6302	84.1643	84.669	85.1423	85.5922
12	"Algeria"	74.0787	74.5609	75.1404	75.7293	76.3893	77.0719	77.7428	78.4048	79.1142	79.8461	80.58	81.2712	81.9837	82.64	83.2439	83.8513	84.3673
24	"Angola"	57.7819	58.6507	59.4706	60.2165	60.883	61.494	62.0245	62.5598	63.0366	63.4818	63.9258	64.3246	64.7307	65.1505	65.5247	65.9542	66.3907
28	"Antigua and Barbuda"	73.0803	73.4041	73.8401	74.3521	74.9202	75.5048	76.1343	76.8588	77.532	78.2554	79.0124	79.7473	80.5146	81.2206	81.8683	82.4858	83.0251
32	"Argentina"	72.1507	72.6132	73.1901	73.8378	74.5499	75.3053	76.0383	76.8583	77.6189	78.4432	79.2613	79.9634	80.632	81.2111	81.7968	82.3021	82.8004
51	"Armenia"	70.4703	70.8404	71.3434	71.8626	72.4591	73.063	73.6969	74.3614	75.0667	75.808	76.5783	77.3603	78.137	78.8821	79.5893	80.3016	80.9573
533	"Aruba"	72.5506	72.7797	73.1108	73.5369	73.9752	74.4325	74.9419	75.4702	76.0423	76.6434	77.272	77.8966	78.548	79.2028	79.8056	80.458	81.0534
36	"Australia"	80.4527	81.1109	81.811	82.3917	82.8815	83.3379	83.8185	84.3014	84.764	85.229	85.7197	86.2074	86.6893	87.1561	87.6477	88.1043	88.6289
40	"Austria"	78.6193	79.2917	80.0657	80.8339	81.5373	82.1043	82.6393	83.1472	83.6365	84.1154	84.5742	85.0567	85.5097	85.9776	86.4623	86.9226	87.3755
31	"Azerbaijan"	68.0276	68.0278	68.1431	68.3345	68.5738	68.9356	69.3112	69.7322	70.1922	70.672	71.2154	71.7634	72.3359	72.9325	73.5785	74.2422	74.937
44	"Bahamas"	71.8323	72.1545	72.5922	73.1432	73.6998	74.3077	74.9294	75.6469	76.3552	77.0663	77.8474	78.5932	79.3418	80.0705	80.7844	81.4395	82.0222
48	"Bahrain"	75.2418	75.4292	75.6984	76.0542	76.4636	76.9094	77.3893	77.8585	78.3594	78.9364	79.4969	80.0456	80.5752	81.1583	81.7344	82.2914	82.792
50	"Bangladesh"	70.1713	70.9081	71.6822	72.4139	73.1499	73.8609	74.6128	75.3393	76.0601	76.8966	77.6419	78.4349	79.2194	80.0365	80.7752	81.5301	82.2379
52	"Barbados"	72.6653	72.9683	73.3783	73.8472	74.412	74.9696	75.5512	76.2128	76.8555	77.5399	78.2741	78.9582	79.7069	80.444	81.1174	81.7611	82.3864
112	"Belarus"	66.5236	67.0319	67.6391	68.2902	68.9661	69.673	70.4021	71.1554	71.9591	72.7642	73.5403	74.398	75.2308	76.0501	76.8611	77.5549	78.2301
