"country_code"	"name"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
900	"WORLD"	2.47356936191282	2.43406869681907	2.39352826983651	2.34847644943439	2.30560137097417	2.27082196879081	2.2400274217541	2.2079662967552	2.17349712383936	2.14133127945882	2.11133430307601	2.08399047704373	2.05867490045063	2.03458927955901	2.01089724233824	1.98766757364837	1.96567337998883
901	"More developed regions"	1.69139743168586	1.7172424858942	1.7487012406424	1.76998729026432	1.78612856567092	1.80069838975725	1.81341317005535	1.82410110506291	1.83171377977994	1.83751815744428	1.84268860101603	1.8472589963622	1.85228581755571	1.8560959415775	1.8589599649913	1.86119850287714	1.86260582398231
902	"Less developed regions"	2.58803012671377	2.53112310022417	2.47728681852333	2.42145609675872	2.36884287652177	2.32633209473363	2.28911812715527	2.25084059094098	2.21084772365866	2.17441643583719	2.14065386704808	2.10969889534709	2.08079086167729	2.05342536801379	2.02677033711017	2.00088576897258	1.97654489976838
941	"Least developed countries"	4.01342292076259	3.75761225273511	3.54083546503093	3.3563529405031	3.19426082956461	3.0490981591261	2.91530263258883	2.79431221591037	2.68540844297715	2.58993051627466	2.50349604258315	2.42484335027145	2.35305189055836	2.28727762269626	2.22700982279328	2.17198956114283	2.12115082478249
934	"Less developed regions, excluding least developed countries"	2.31592944299758	2.26746020122235	2.22182391917186	2.17295077009026	2.1287651799826	2.09796869710665	2.07500281213256	2.05044411251554	2.02326426661686	1.99970603484514	1.97948356693417	1.96246644890715	1.94736621664033	1.93359374548676	1.92001440704807	1.90652588015679	1.89445254179832
948	"Less developed regions, excluding China"	2.83775453094158	2.72576229596771	2.62910304170181	2.54476492328538	2.4727275494935	2.41364250919319	2.36192929416627	2.31204673166083	2.26331499003265	2.22029886517239	2.1808596095975	2.14442509901733	2.11064684642423	2.07910982351948	2.04890576470342	2.01995938778208	1.99283876497387
1503	"High-income countries"	1.71534470476673	1.73219628407165	1.75339059740676	1.76910670624897	1.77825397148565	1.78655741800998	1.79640103791551	1.80694111756476	1.81547893713445	1.8223664648494	1.8275853862112	1.83127400473071	1.83585738990716	1.83990786793363	1.8439572300322	1.84770257180219	1.84997516486188
1517	"Middle-income countries"	2.34545822934065	2.29761988360022	2.24855625150588	2.19799415477682	2.15602830176171	2.12811568841976	2.10649555822887	2.08229393779956	2.05511685412157	2.03152853111734	2.01166458521948	1.99518370601865	1.98035870988874	1.96624210673829	1.95155783639586	1.93640638222704	1.92252097950126
1502	"Upper-middle-income countries"	1.84200130709088	1.8236019567031	1.81271018010427	1.80918665071003	1.81045966614888	1.81679330353892	1.8241442247022	1.82846941776648	1.82919354537613	1.83115794779092	1.83331221379101	1.8377516358707	1.84089513549522	1.84256343125633	1.84227768172968	1.84067981215212	1.83913096468957
1501	"Lower-middle-income countries"	2.74088824670605	2.62165260590155	2.51675332126896	2.42718505653114	2.35443067674321	2.29642068316051	2.2477556325035	2.20183608075212	2.15862479800746	2.12285412934524	2.09236299672308	2.06478664056552	2.03999767620966	2.01769735772827	1.99648984607097	1.97577664618494	1.95681954993287
