"country_code"	"name"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
900	"WORLD"	69.6904236481348	70.6746658096846	71.5721841131143	72.4138223679486	73.2070897604332	73.9710961277549	74.7037705321369	75.4168501841132	76.0828989947633	76.7189464894119	77.3237370760137	77.906366988429	78.4656343729821	79.0078155274309	79.5564108732987	80.1055346916302	80.6704203599429
901	"More developed regions"	76.2245468518066	77.1989918366731	78.1400896481864	79.0435423500691	79.9078314075885	80.7336663429046	81.5221255048011	82.2666324016078	82.9968274336442	83.708913236904	84.4268303466498	85.1100486395757	85.7753858251815	86.398881676196	86.9842941893561	87.5711963642621	88.1385374089759
902	"Less developed regions"	68.3926618827309	69.3871260444395	70.3090599798282	71.1886395031077	72.0235942928088	72.8290382763646	73.6017401473763	74.3557549839212	75.0548153578123	75.7181889910397	76.3416239025981	76.9383754761149	77.5026582968172	78.048096143108	78.6049855772402	79.1629921385795	79.7395136547817
941	"Least developed countries"	62.8496120196004	64.2873372219686	65.6006410054362	66.8011229716102	67.9010910677109	68.9211241555483	69.8746094912907	70.7645476829692	71.5846724514483	72.3509972660323	73.0703368947035	73.7495996583071	74.3907360182675	75.0074854799608	75.6135776581029	76.2199488484375	76.847465062805
934	"Less developed regions, excluding least developed countries"	69.6479004861599	70.5890674639716	71.4627275584856	72.3004696001705	73.1004298234208	73.886243614372	74.6503060454657	75.4079780802671	76.1165924185413	76.7962839647131	77.4400669546777	78.0611060870684	78.6538906417525	79.2232690281109	79.8056179935006	80.3862548068742	80.9829932934897
948	"Less developed regions, excluding China"	66.6133764364158	67.7316738663029	68.7474888007244	69.7013366608628	70.5970088319585	71.4564298584538	72.2762265055649	73.0689807680751	73.7994569573987	74.4929596629131	75.1436578642978	75.7770380283229	76.3900238069222	76.9842675679017	77.5904423024626	78.1949203594408	78.8146050556279
1503	"High-income countries"	78.6702164185902	79.5786157286308	80.4306585381692	81.2417198489246	82.0079711220483	82.7345418790133	83.4227375061674	84.0639891254996	84.6872718598066	85.2918283228824	85.8960366105089	86.4730052335877	87.052064258671	87.6144691249173	88.17073504294	88.7350161889215	89.2821571932442
1517	"Middle-income countries"	68.9987699548359	69.9564856114973	70.8439303202696	71.6951264701887	72.5130016709251	73.3174315657875	74.0960297614679	74.8634197154312	75.5813884909245	76.2688649465006	76.9187850886643	77.5456172199585	78.1416301956536	78.7144828893503	79.295337522019	79.8737646175766	80.4654349253765
1502	"Upper-middle-income countries"	72.9787160131345	73.8990218701331	74.8126191620014	75.7270482825614	76.6317021026274	77.547500262322	78.4640798383221	79.380179834824	80.2669728049265	81.1051462044253	81.8943080490302	82.6071773372135	83.2529827949425	83.8520529124242	84.4078628549243	84.9431302529593	85.4834280169019
1501	"Lower-middle-income countries"	65.8871982951626	66.9169319599278	67.8361840881609	68.6945785997495	69.5043854701867	70.3015551041858	71.0719061674713	71.8388586273039	72.564688075756	73.2789519076709	73.9613783362006	74.647282263053	75.3178822322241	75.9677820667966	76.6364488823017	77.3015961875465	77.9807165343215
1500	"Low-income countries"	61.0014736331754	62.6302856880847	64.1528274230556	65.5135893607834	66.7296184814267	67.8369222011762	68.8679916894613	69.8322118615066	70.7187165842081	71.5443890339736	72.3273590047503	73.0738845539153	73.7944565096425	74.4935113774751	75.1815293644586	75.8615177707776	76.5543549121037
947	"Sub-Saharan Africa"	58.6326797294082	60.4146837851721	62.1131543079392	63.6817215637023	65.0798471442322	66.3401900427596	67.4924460522798	68.5640304315853	69.5310519474407	70.409745710717	71.2233357595322	71.9744862758662	72.6863928472265	73.3694870073121	74.0377595945188	74.711026770668	75.3809027868461
903	"AFRICA"	60.7017915260733	62.29477162347	63.8190905207652	65.2440435563546	66.5289230747766	67.6890100561935	68.7529427294463	69.7475373196036	70.6434415841172	71.4600790618905	72.2140075551369	72.9054560018652	73.5622491639996	74.1980311756215	74.8323686844079	75.4761946952122	76.12068127455
910	"Eastern Africa"	61.9605666459433	63.569959722194	65.1622933500186	66.5926207972826	67.8349699643287	68.9576926436252	70.0306446720302	71.0580470279647	71.9930637922813	72.8688145996322	73.6854958703141	74.4606597404958	75.2047667452717	75.9186591992668	76.604270357597	77.2821047617427	77.9608423846599
108	"Burundi"	56.05	57.85	59.53	61.11	62.51	63.79	64.93	65.96	66.85	67.69	68.46	69.18	69.92	70.65	71.37	72.12	72.87
174	"Comoros"	62.27	63.19	64	64.73	65.37	65.98	66.53	67.04	67.55	68.04	68.52	68.97	69.45	69.94	70.44	70.97	71.55
262	"Djibouti"	61.01	61.89	62.69	63.44	64.13	64.8	65.43	66.04	66.62	67.2	67.73	68.28	68.85	69.43	70.05	70.67	71.29
232	"Eritrea"	63.59	65.51	67.13	68.46	69.63	70.7	71.7	72.62	73.56	74.5	75.46	76.41	77.36	78.3	79.3	80.25	81.16
231	"Ethiopia"	64.09	65.95	67.53	68.8	69.87	70.81	71.71	72.55	73.4	74.22	75.07	75.9	76.75	77.64	78.51	79.4	80.29
404	"Kenya"	64.97	66.22	67.74	69.13	70.26	71.25	72.22	73.19	74.07	74.87	75.53	76.15	76.76	77.37	77.96	78.56	79.15
450	"Madagascar"	64.89	66.51	67.82	68.95	69.93	70.8	71.65	72.46	73.26	74.08	74.91	75.74	76.62	77.48	78.36	79.22	80.15
454	"Malawi"	61.12	63.12	65.58	67.58	69.11	70.38	71.47	72.52	73.5	74.37	75.07	75.74	76.39	77.03	77.65	78.28	78.9
480	"Mauritius"	71.48	72.3	73.14	73.99	74.84	75.77	76.68	77.62	78.55	79.54	80.48	81.35	82.13	82.81	83.48	84.09	84.66
175	"Mayotte"	77.32	78.61	79.84	80.8	81.59	82.32	83	83.66	84.31	84.94	85.57	86.19	86.78	87.38	87.97	88.57	89.16
508	"Mozambique"	57	58.92	60.74	62.47	64.03	65.48	66.89	68.34	69.59	70.71	71.76	72.75	73.69	74.51	75.21	75.89	76.55
638	"R~A(c)union"	77.32	78.6	79.83	80.8	81.58	82.29	82.97	83.65	84.29	84.93	85.55	86.17	86.78	87.37	87.96	88.56	89.14
646	"Rwanda"	65.43	66.68	67.88	69.01	70.01	70.84	71.62	72.48	73.4	74.27	75.04	75.68	76.3	76.89	77.49	78.08	78.66
690	"Seychelles"	69.61	70.53	71.46	72.39	73.35	74.33	75.31	76.3	77.3	78.29	79.24	80.08	80.84	81.54	82.17	82.76	83.34
706	"Somalia"	55.29	57.16	58.87	60.43	61.8	63.01	64.06	65.01	65.82	66.59	67.28	67.95	68.51	69.1	69.72	70.28	70.92
728	"South Sudan"	56.46	58.65	60.65	62.39	63.92	65.18	66.27	67.22	68.01	68.79	69.47	70.09	70.69	71.33	71.93	72.62	73.31
800	"Uganda"	58.04	59.79	61.69	63.5	65.15	66.68	68.22	69.56	70.63	71.62	72.59	73.52	74.38	75.09	75.76	76.41	77.04
